STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
69015093121,2019-2-10,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",44.5,24,28.9,24,1014.4,23,934.6,24,7.9,24,7,24,25.1,29.9,59, ,30, ,0,I,999.9,000000
69015093121,2019-2-11,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",42.6,24,19.2,24,1019.2,24,939,24,8.1,24,9.9,24,28.9,41,59, ,30, ,0,I,999.9,000000
69015093121,2019-2-12,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",40.6,24,12.5,24,1023.5,24,942.8,24,8.5,24,4.4,24,12,18.1,57.9, ,26.1, ,0,I,999.9,000000
69015093121,2019-2-13,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",53.3,24,14.3,24,1015.3,24,935.9,24,8.1,24,8.5,24,14,20,60.1,*,48,*,0,I,999.9,000000
69015093121,2019-2-14,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",50.2,24,38.1,24,1011.6,22,932.5,24,6.9,24,8.5,24,20,29.9,61, ,46, ,0.15,G,999.9,010000
69015093121,2019-2-15,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",49.4,24,37.8,24,1014,24,934.7,24,8.3,24,4.2,24,19,26,59, ,39.9, ,0,G,999.9,000000
69015093121,2019-2-16,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",48.6,24,30.8,24,1015.7,24,936.2,24,10,24,14.1,24,25.1,35,59, ,39.9, ,0,I,999.9,000000
69015093121,2019-2-17,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",46.3,24,24.9,24,1014.9,24,935.2,24,10,24,16.5,24,28,36.9,55.9, ,39, ,0,I,999.9,000000
69015093121,2019-2-18,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",43.3,24,22.7,24,1014.9,24,935.1,24,10,24,14.7,24,21,26,55, ,36, ,0,I,999.9,000000
69015093121,2019-2-19,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",42,24,16.8,24,1018.9,24,938.7,24,10,24,13.2,24,18.1,21,51.1, ,35.1, ,0,I,999.9,000000
69015093121,2019-2-20,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",39.7,24,22.1,24,1014.7,24,934.7,24,10,24,8.6,24,25.1,31.1,51.1, ,28.9, ,0,I,999.9,000000
69015093121,2019-2-21,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",40.8,24,32.8,24,1003.8,21,924.6,24,9.5,24,8.4,24,19,999.9,51.1, ,28.9, ,0.3,A,999.9,000000
69015093121,2019-2-22,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",40.6,24,27.2,24,1011.2,23,930.7,24,10,24,11.4,24,22,29.9,51.1, ,34, ,0.05,A,999.9,000000
69015093121,2019-2-23,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",40.7,24,20.9,24,1024.2,24,943.5,24,10,24,5,24,9.9,999.9,55.9, ,30, ,0,I,999.9,000000
69015093121,2019-2-24,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",44.7,24,27.2,24,1024.1,24,943.6,24,10,24,2.2,24,7,999.9,60.1, ,30, ,0,I,999.9,000000
69015093121,2019-2-25,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",48.4,24,30.6,24,1018.6,24,938.7,24,10,24,4,23,9.9,999.9,64.9, ,34, ,0,I,999.9,000000
69015093121,2019-2-26,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",51.6,23,33,23,1018.1,23,938.6,23,10,23,4.7,23,13,999.9,66,*,37.9,*,0,I,999.9,000000
69015093121,2019-2-27,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",56.7,24,30.8,24,1017.8,23,938.5,23,10,24,4.9,24,12,999.9,71.1, ,37, ,0,I,999.9,000000
69015093121,2019-2-28,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",58.4,24,39.7,24,1017.3,24,938.5,22,10,24,3.7,24,8,999.9,73, ,43, ,0,I,999.9,000000
69015093121,2019-3-1,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",61.8,24,39.2,24,1015.6,19,936.8,16,10,24,5.5,24,15,20,73.9, ,44.1, ,0,I,999.9,000000
69015093121,2019-3-2,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",61.4,24,41.1,24,1011.8,17,934.4,24,10,24,12.3,24,32.1,41,73.9, ,51.1, ,0,I,999.9,000000
69015093121,2019-3-3,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",58.3,24,42.3,24,1013.4,20,935.7,24,10,24,7,24,25.1,32.1,72, ,45, ,0,I,999.9,000000
69015093121,2019-3-4,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",57,24,35.5,24,1015,24,936.1,24,10,24,7.1,24,17.1,25.1,72, ,45, ,0,I,999.9,000000
69015093121,2019-3-5,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",56.1,24,35,24,1015.9,24,936.8,24,10,24,5.9,24,17.1,20,75.9, ,41, ,0,I,999.9,000000
69015093121,2019-3-6,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",62.1,24,39.6,24,1012.8,18,934.8,17,10,24,10.7,24,22,29.9,75.9, ,41, ,99.99, ,999.9,010010
69015093121,2019-3-7,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",57,24,39.1,24,1013.6,22,934.8,24,10,24,8.5,24,22,26,68, ,43, ,0,I,999.9,000000
69015093121,2019-3-8,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",51.7,24,29.3,24,1011.7,24,932.8,18,10,24,12.8,24,22,29.9,66.9, ,39, ,0,I,999.9,000000
69015093121,2019-3-9,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",47.9,24,27.6,24,1014.6,23,935.1,24,10,24,7.7,24,19,24.1,61, ,35.1, ,0,I,999.9,000000
69015093121,2019-3-10,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",49.5,23,29.9,23,1012.2,23,933,23,10,22,5.7,22,15,999.9,61, ,35.1, ,0,I,999.9,000000
69015093121,2019-3-11,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",49.7,24,30.8,24,1013.7,23,934.4,24,10,24,6.2,24,11.1,999.9,60.1, ,39.9, ,0,I,999.9,000000
69015093121,2019-3-12,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",52.3,24,42.7,24,1008.3,17,929.6,24,9.4,24,8.1,24,15.9,999.9,64, ,39.9, ,0.07,A,999.9,000000
69015093121,2019-3-13,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",53.5,24,30.5,24,1010.5,24,931.7,24,10,24,17.4,24,28.9,36.9,64, ,46, ,0,I,999.9,000000
69015093121,2019-3-14,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",49.9,24,15.1,24,1023.3,24,943.3,24,10,24,10.7,24,17.1,22,61, ,37.9, ,0,I,999.9,000000
69015093121,2019-3-15,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",52.4,24,20.1,24,1023.4,24,943.4,24,10,24,10,24,14,22,66, ,37.9, ,0,I,999.9,000000
69015093121,2019-3-16,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",58.8,24,19.8,24,1018.2,23,939.8,24,10,24,8.6,23,13,15.9,72, ,43, ,0,I,999.9,000000
69015093121,2019-3-17,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",59.6,23,29.8,23,1018.7,20,939.5,23,10,23,4.9,23,9.9,999.9,75.9, ,45, ,0,I,999.9,000000
69015093121,2019-3-18,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",61.7,24,35,24,1014.5,15,937.6,24,10,24,4.7,24,9.9,999.9,79, ,45, ,0,I,999.9,000000
69015093121,2019-3-19,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",62.7,24,34.5,24,1014.8,23,936.1,24,9.9,24,6,24,15,22.9,79, ,46.9, ,0,I,999.9,000000
69015093121,2019-3-20,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",62.5,24,31.5,24,1012.6,17,934.3,24,10,24,7.8,24,15,19,79, ,46.9, ,0,H,999.9,010000
69015093121,2019-3-21,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",52.6,24,35.4,24,1016.3,22,936.7,24,10,24,6.9,24,21,26,68, ,43, ,0.01,G,999.9,010010
69015093121,2019-3-22,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",54.3,24,33.5,24,1018.7,24,939.2,24,10,24,5.9,24,11.1,999.9,69.1, ,41, ,0,G,999.9,000000
69015093121,2019-3-23,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",60,23,32.2,23,1011.9,22,938.8,23,10,23,5.9,22,18.1,999.9,73.9, ,41, ,0,I,999.9,000000
69015093121,2019-3-24,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",59.7,24,34.4,24,1015.7,16,940.1,24,9.8,24,9.3,24,22,28,73.9, ,46.9, ,0,I,999.9,000000
69015093121,2019-3-25,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",59.5,24,28.2,24,1020,22,941.5,24,10,24,3.2,24,8,999.9,78.1, ,43, ,0,I,999.9,000000
69015093121,2019-3-26,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",62.5,24,24.5,24,1015.5,17,937.2,24,10,24,3.4,24,9.9,999.9,79, ,43, ,0,I,999.9,000000
69015093121,2019-3-27,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",62.5,24,21.8,24,1012.7,20,935.5,24,10,24,4.2,24,12,999.9,80.1, ,45, ,0,I,999.9,000000
69015093121,2019-3-28,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",62,24,35.4,24,1017.7,23,938.9,24,10,24,10.5,24,15.9,20,75.9, ,48.9, ,0,I,999.9,000000
69015093121,2019-3-29,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",60.8,24,29.5,24,1020,18,940.8,19,10,24,11.9,23,22.9,32.1,75, ,50, ,0,I,999.9,000000
69015093121,2019-3-30,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",60.6,24,22.7,24,1012.6,17,940.5,22,10,24,7.4,24,13,14,75, ,48, ,0,I,999.9,000000
69015093121,2019-3-31,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",62.1,24,18.9,24,1016.1,11,940,20,10,24,6.4,24,12,999.9,75.9, ,45, ,0,I,999.9,000000
69015093121,2019-4-1,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",61.8,24,20.9,24,1016.4,17,937.9,24,9.9,24,4.4,23,11.1,999.9,80.1, ,44.1, ,0,I,999.9,000000
69015093121,2019-4-2,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",66.5,24,29.9,24,1010.4,22,932.4,24,10,24,7.1,24,27,35.9,80.1, ,44.1, ,0,I,999.9,000000
69015093121,2019-4-3,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",62.9,24,35.4,24,1012.2,22,934,24,10,24,9.5,24,20,28,80.1, ,53.1, ,0,I,999.9,000000
69015093121,2019-4-4,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",63.8,24,37.4,24,1014.4,20,936.1,24,10,24,5.3,24,12,21,77, ,52, ,0,I,999.9,000000
69015093121,2019-4-5,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",62.4,24,36.7,24,1012.2,21,933.8,24,10,24,8.7,24,19,999.9,77, ,52, ,0,I,999.9,000000
69015093121,2019-4-6,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",64.1,24,32.9,24,1014.4,23,935.9,24,10,24,13.4,24,25.1,31.1,80.1, ,52, ,0,I,999.9,000000
69015093121,2019-4-7,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",69.2,24,28.9,24,1019.6,24,941,24,10,24,7.6,24,21,25.1,84.9, ,53.1, ,0,I,999.9,000000
69015093121,2019-4-8,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",73.8,24,32.3,24,1018.9,24,940.6,24,10,24,5.3,24,15.9,999.9,91, ,55, ,0,I,999.9,000000
69015093121,2019-4-9,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",74.3,24,40.1,24,1013.4,23,935.4,24,8.5,24,15.7,24,35.9,46,91, ,59, ,0,I,999.9,000000
69015093121,2019-4-10,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",60.7,24,19.2,24,1014,13,935.9,23,6.8,24,26.2,24,42,51.1,82.9, ,51.1, ,0,H,999.9,010000
69015093121,2019-4-11,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",62.4,24,18.1,24,1016,20,937.2,24,8.6,24,11.5,24,22.9,31.1,73, ,51.1, ,0,I,999.9,000000
69015093121,2019-4-12,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",61.7,24,26.8,24,1007.7,21,929.6,24,9.1,24,17.5,24,24.1,28,73, ,51.1, ,0,I,999.9,000000
69015093121,2019-4-13,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",63.3,24,21.8,24,1013.9,18,934.6,24,8.8,24,5.7,24,11.1,20,78.1, ,51.1, ,0,I,999.9,000000
69015093121,2019-4-14,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",66.5,24,26.2,24,1012.9,24,934.6,24,9.8,24,5,24,15,999.9,84, ,50, ,0,I,999.9,000000
69015093121,2019-4-15,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",67,24,25.7,24,1008.3,24,930.4,24,8.1,24,6.8,24,18.1,22.9,84, ,50, ,0,I,999.9,000000
69015093121,2019-4-16,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",66.2,24,31.3,24,1008.6,24,930.6,24,8.4,24,12.6,24,24.1,28.9,82.9, ,51.1, ,0,A,999.9,000000
69015093121,2019-4-17,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",65.2,24,31,24,1016.9,22,938.3,24,8.6,24,14.6,24,27,33,81, ,54, ,0,I,999.9,000000
69015093121,2019-4-18,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",70.1,24,19.8,24,1019.4,24,940.8,24,8,23,4.9,24,12,999.9,88, ,52, ,0,I,999.9,000000
69015093121,2019-4-19,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",72.5,24,24.9,24,1014.8,24,936.7,24,8.1,24,5.2,24,13,17.1,91.9, ,52, ,0,I,999.9,000000
69015093121,2019-4-20,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",76.1,24,26.8,24,1007.9,23,930.5,24,7.5,24,8.4,24,15.9,18.1,91.9, ,52, ,0,I,999.9,000000
69015093121,2019-4-21,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",68.8,24,34.7,24,1009.9,24,932.2,24,7,24,15.4,24,28,35.9,89.1, ,55.9, ,0,I,999.9,000000
69015093121,2019-4-22,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",68.5,24,32.6,24,1013.1,23,934.9,24,7,24,12.5,24,22.9,32.1,81, ,55.9, ,0,I,999.9,000000
69015093121,2019-4-23,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",71.8,24,34,24,1013.7,24,935.7,24,7,24,10.5,24,21,27,88, ,57, ,0,A,999.9,000000
69015093121,2019-4-24,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",77.8,24,27.2,24,1012.8,24,935.2,24,7.1,24,5.5,24,8.9,999.9,95, ,61, ,0,I,999.9,000000
69015093121,2019-4-25,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",81.7,24,31.6,24,1011.6,24,934.3,24,7,24,6.8,24,15,19,96.1, ,63, ,0,I,999.9,000000
69015093121,2019-4-26,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",80.7,24,33.2,24,1011.4,24,934,24,7.5,24,7.4,24,19,22,96.1, ,63, ,0,I,999.9,000000
69015093121,2019-4-27,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",81.7,24,34.5,24,1009.4,24,932.3,24,7.3,24,8.4,24,22.9,999.9,96.1, ,63, ,0,I,999.9,000000
69015093121,2019-4-28,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",80.1,24,33.1,24,1007,24,930,24,7.1,24,10.1,24,21,28,93.9, ,66.9, ,0,I,999.9,000000
69015093121,2019-4-29,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",72.7,24,35.7,24,1004.5,22,927.5,13,7,24,9.7,24,21,24.1,91.9, ,64, ,0,H,999.9,010010
69015093121,2019-4-30,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",64.5,24,41.8,24,1008.7,22,931.1,19,9.4,24,5.2,24,19,27,80.1, ,51.1, ,0,H,999.9,010010
69015093121,2019-5-1,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",67.2,24,35.1,24,1011.9,24,935.1,16,10,24,10,23,27,33,80.1, ,51.1, ,0,I,999.9,000000
69015093121,2019-5-2,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",70.3,24,33.6,24,1013.2,24,935,24,9.9,24,3.7,24,11.1,999.9,84.9, ,57, ,0,I,999.9,000000
69015093121,2019-5-3,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",74.7,24,32.9,24,1011.6,24,933.8,24,9.8,24,5.2,22,11.1,999.9,90, ,57.9, ,0,I,999.9,000000
69015093121,2019-5-4,34.294,-116.14722,610.5,"TWENTYNINE PALMS MC, CA US",77,24,25.5,24,1008.8,23,931.5,24,9.8,24,8.4,24,18.1,22,91, ,59, ,0,I,999.9,000000
